name	command	threads	rep	mode	cksum	bytes
1000g_chr22_full_gt	stats	0	1	plan	4066751910	85442
1000g_chr22_full_gt	stats	0	2	plan	4066751910	85442
1000g_chr22_full_gt	stats	0	2	baseline	4066751910	85442
1000g_chr22_full_gt	stats	0	3	baseline	4066751910	85442
1000g_chr22_full_gt	stats	0	3	plan	4066751910	85442
1000g_chr22_full_gt	stats	0	4	plan	4066751910	85442
1000g_chr22_full_gt	stats	0	4	baseline	4066751910	85442
1000g_chr22_full_gt	stats	0	5	baseline	4066751910	85442
1000g_chr22_full_gt	stats	0	5	plan	4066751910	85442
1000g_chr22_full_gt	filter_gt_keep2	0	1	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	1	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	2	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	2	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	3	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	3	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	4	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	4	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	5	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	0	5	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	1	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	1	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	2	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	2	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	3	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	3	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	4	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	4	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	5	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	2	5	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	1	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	1	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	2	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	2	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	3	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	3	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	4	plan	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	4	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	5	baseline	3172600361	131800168
1000g_chr22_full_gt	filter_gt_keep2	4	5	plan	3172600361	131800168
