name	command	threads	rep	mode	real	user	sys
1000g_chr22_full_gt	query_gt_all	0	2	plan	42.170000	41.190000	0.880000
1000g_chr22_full_gt	query_gt_all	0	2	baseline	58.030000	56.990000	0.980000
1000g_chr22_full_gt	query_gt_all	0	3	baseline	59.110000	57.890000	1.000000
1000g_chr22_full_gt	query_gt_all	0	3	plan	42.070000	41.310000	0.720000
1000g_chr22_full_gt	query_gt_all	0	4	plan	41.640000	40.910000	0.690000
1000g_chr22_full_gt	query_gt_all	0	4	baseline	58.160000	57.360000	0.760000
1000g_chr22_full_gt	query_gt_all	0	5	baseline	57.990000	57.100000	0.820000
1000g_chr22_full_gt	query_gt_all	0	5	plan	42.110000	41.260000	0.770000
1000g_chr22_full_gt	stats	0	1	baseline	2.850000	2.800000	0.040000
1000g_chr22_full_gt	stats	0	1	plan	2.820000	2.760000	0.040000
1000g_chr22_full_gt	stats	0	2	plan	2.810000	2.760000	0.040000
1000g_chr22_full_gt	stats	0	2	baseline	2.890000	2.790000	0.050000
1000g_chr22_full_gt	stats	0	3	baseline	2.830000	2.770000	0.050000
1000g_chr22_full_gt	stats	0	3	plan	2.810000	2.760000	0.040000
1000g_chr22_full_gt	stats	0	4	plan	2.790000	2.740000	0.040000
1000g_chr22_full_gt	stats	0	4	baseline	2.810000	2.750000	0.040000
1000g_chr22_full_gt	stats	0	5	baseline	2.800000	2.740000	0.040000
1000g_chr22_full_gt	stats	0	5	plan	2.810000	2.750000	0.040000
1000g_chr22_full_gt	filter_gt_keep2	0	1	baseline	47.410000	47.080000	0.170000
1000g_chr22_full_gt	filter_gt_keep2	0	1	plan	31.080000	30.800000	0.140000
1000g_chr22_full_gt	filter_gt_keep2	0	2	plan	31.690000	31.320000	0.210000
1000g_chr22_full_gt	filter_gt_keep2	0	2	baseline	48.650000	48.110000	0.340000
1000g_chr22_full_gt	filter_gt_keep2	0	3	baseline	48.760000	48.220000	0.350000
1000g_chr22_full_gt	filter_gt_keep2	0	3	plan	31.790000	31.430000	0.200000
1000g_chr22_full_gt	filter_gt_keep2	0	4	plan	31.710000	31.420000	0.130000
1000g_chr22_full_gt	filter_gt_keep2	0	4	baseline	47.170000	46.750000	0.260000
1000g_chr22_full_gt	filter_gt_keep2	0	5	baseline	48.040000	47.540000	0.310000
1000g_chr22_full_gt	filter_gt_keep2	0	5	plan	31.790000	31.390000	0.230000
1000g_chr22_full_gt	filter_gt_keep2	2	1	baseline	47.310000	49.400000	1.560000
1000g_chr22_full_gt	filter_gt_keep2	2	1	plan	31.560000	33.690000	1.500000
1000g_chr22_full_gt	filter_gt_keep2	2	2	plan	31.850000	33.960000	1.540000
1000g_chr22_full_gt	filter_gt_keep2	2	2	baseline	48.150000	50.230000	1.580000
1000g_chr22_full_gt	filter_gt_keep2	2	3	baseline	48.120000	50.160000	1.590000
1000g_chr22_full_gt	filter_gt_keep2	2	3	plan	31.120000	33.390000	1.290000
1000g_chr22_full_gt	filter_gt_keep2	2	4	plan	30.880000	33.150000	1.300000
1000g_chr22_full_gt	filter_gt_keep2	2	4	baseline	47.450000	49.580000	1.460000
1000g_chr22_full_gt	filter_gt_keep2	2	5	baseline	48.340000	50.150000	1.800000
1000g_chr22_full_gt	filter_gt_keep2	2	5	plan	31.100000	33.260000	1.380000
1000g_chr22_full_gt	filter_gt_keep2	4	1	baseline	47.620000	49.520000	1.690000
1000g_chr22_full_gt	filter_gt_keep2	4	1	plan	31.910000	33.760000	1.680000
1000g_chr22_full_gt	filter_gt_keep2	4	2	plan	31.230000	33.440000	1.350000
1000g_chr22_full_gt	filter_gt_keep2	4	2	baseline	47.990000	49.980000	1.670000
1000g_chr22_full_gt	filter_gt_keep2	4	3	baseline	47.000000	49.160000	1.430000
1000g_chr22_full_gt	filter_gt_keep2	4	3	plan	31.770000	33.840000	1.580000
1000g_chr22_full_gt	filter_gt_keep2	4	4	plan	31.630000	33.710000	1.550000
1000g_chr22_full_gt	filter_gt_keep2	4	4	baseline	47.820000	49.800000	1.760000
1000g_chr22_full_gt	filter_gt_keep2	4	5	baseline	47.760000	49.830000	1.600000
1000g_chr22_full_gt	filter_gt_keep2	4	5	plan	31.670000	33.840000	1.470000
